Time; DeltaTCP
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;90
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
1,47032e+09;0
